seq_name,cell_types_98,cell_types_50,cell_types_25
SM-DAIFD_S08_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S17_E1-50,Lamp5 Krt73,Lamp5 Krt73,n79
SM-DAIFD_S18_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S19_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S20_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S21_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S22_E1-50,Pvalb Reln Itm2a,n111,n110
SM-DAIFD_S23_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S24_E1-50,Lamp5 Krt73,Lamp5 Krt73,n79
SM-DAIFF_S17_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S18_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFF_S19_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S20_E1-50,Pvalb Reln Tac1,n111,n110
SM-DAIFF_S22_E1-50,Sst Tac2 Tacstd2,n100,n91
SM-DAIFF_S23_E1-50,Sst Crhr2 Efemp1,n98,n91
SM-DAIFF_S24_E1-50,Pvalb Gabrg1,Pvalb Gabrg1,n110
SM-DAIFF_S33_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DAIFF_S34_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S35_E1-50,Pvalb Reln Itm2a,n111,n110
SM-DAIFF_S36_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S37_E1-50,Pvalb Th Sst,Pvalb Th Sst,n110
SM-DAIFF_S39_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFF_S40_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFD_S25_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DAIFD_S26_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S27_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFD_S28_E1-50,Pvalb Th Sst,Pvalb Th Sst,n110
SM-DAIFD_S29_E1-50,Pvalb Reln Tac1,n111,n110
SM-DAIFD_S31_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFD_S33_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S34_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DAIFD_S35_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-DAIFD_S36_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DAIFD_S37_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S38_E1-50,L6 CT VISp Nxph2 Wls,n47,n46
SM-DAIFD_S40_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFF_S41_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S42_E1-50,Sst Hpse Cbln4,n107,n91
SM-DAIFF_S43_E1-50,Lamp5 Krt73,Lamp5 Krt73,n79
SM-DAIFF_S44_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S45_E1-50,Sst Hpse Sema3c,n107,n91
SM-DAIFF_S46_E1-50,Pvalb Reln Itm2a,n111,n110
SM-DAIFF_S47_E1-50,Pvalb Reln Itm2a,n111,n110
SM-DAIFF_S48_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S49_E1-50,Sst Hpse Cbln4,n107,n91
SM-DAIFF_S50_E1-50,Sst Hpse Cbln4,n107,n91
SM-DAIFF_S51_E1-50,Pvalb Reln Itm2a,n111,n110
SM-DAIFF_S52_E1-50,Lamp5 Krt73,Lamp5 Krt73,n79
SM-DAIFF_S53_E1-50,Sst Mme Fam114a1,n105,n91
SM-DAIFF_S54_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFF_S55_E1-50,Sst Mme Fam114a1,n105,n91
SM-DAIFF_S56_E1-50,Sst Tac1 Htr1d,n105,n91
SM-DAIFD_S41_E1-50,Sncg Slc17a8,Sncg Slc17a8,Sncg Slc17a8
SM-DAIFD_S42_E1-50,Pvalb Reln Itm2a,n111,n110
SM-DAIFD_S43_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFD_S44_E1-50,Sst Hpse Sema3c,n107,n91
SM-DAIFD_S45_E1-50,L6 CT VISp Nxph2 Wls,n47,n46
SM-DAIFD_S46_E1-50,Pvalb Reln Tac1,n111,n110
SM-DAIFD_S47_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFD_S48_E1-50,Sst Crh 4930553C11Rik ,n98,n91
SM-DAIFD_S49_E1-50,Sst Rxfp1 Eya1,n100,n91
SM-DAIFD_S50_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
SM-DAIFD_S51_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
SM-DAIFD_S52_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFD_S53_E1-50,Pvalb Reln Tac1,n111,n110
SM-DAIFD_S54_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFD_S55_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFD_S56_E1-50,Pvalb Reln Tac1,n111,n110
SM-DAIFD_S57_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-DAIFD_S58_E1-50,L5 PT VISp Chrna6,L5 PT VISp Chrna6,L5 PT VISp Chrna6
SM-DAIFD_S59_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S60_E1-50,Sst Rxfp1 Eya1,n100,n91
SM-DAIFD_S61_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S62_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFD_S63_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFD_S64_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DAIFD_S66_E1-50,Sncg Slc17a8,Sncg Slc17a8,Sncg Slc17a8
SM-DAIFD_S68_E1-50,Lamp5 Krt73,Lamp5 Krt73,n79
SM-DAIFD_S69_E1-50,Sncg Slc17a8,Sncg Slc17a8,Sncg Slc17a8
SM-DAIFD_S70_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S72_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S57_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S59_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFF_S60_E1-50,Sst Mme Fam114a1,n105,n91
SM-DAIFF_S61_E1-50,Sst Mme Fam114a1,n105,n91
SM-DAIFF_S62_E1-50,Pvalb Reln Tac1,n111,n110
SM-DAIFF_S63_E1-50,Sst Mme Fam114a1,n105,n91
SM-DAIFF_S64_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFF_S65_E1-50,Lamp5 Krt73,Lamp5 Krt73,n79
SM-DAIFF_S67_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S68_E1-50,Sst Tac1 Htr1d,n105,n91
SM-DAIFF_S69_E1-50,Lamp5 Krt73,Lamp5 Krt73,n79
SM-DAIFF_S70_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S71_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S72_E1-50,L5 PT VISp Chrna6,L5 PT VISp Chrna6,L5 PT VISp Chrna6
SM-DAIFF_S73_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFF_S74_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S75_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFF_S76_E1-50,Pvalb Reln Tac1,n111,n110
SM-DAIFF_S80_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S81_E1-50,Pvalb Reln Tac1,n111,n110
SM-DAIFF_S82_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFF_S83_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S85_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFF_S86_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFF_S87_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFF_S88_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-DAIFF_S90_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFF_S91_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFF_S92_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFF_S93_E1-50,L6b Hsd17b2,L6b Hsd17b2,n52
SM-DAIFF_S94_E1-50,Pvalb Gabrg1,Pvalb Gabrg1,n110
SM-DAIFF_S95_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFF_S96_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S73_E1-50,Pvalb Reln Tac1,n111,n110
SM-DAIFD_S74_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-DAIFD_S75_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFD_S76_E1-50,Pvalb Calb1 Sst,n111,n110
SM-DAIFD_S77_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S78_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFD_S79_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S80_E1-50,Pvalb Reln Tac1,n111,n110
SM-DAIFD_S81_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S82_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFD_S85_E1-50,Pvalb Reln Tac1,n111,n110
SM-DAIFD_S86_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFD_S87_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFD_S88_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFD_S89_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFD_S90_E1-50,L6 CT VISp Nxph2 Wls,n47,n46
SM-DAIFD_S91_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DAIFD_S92_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFD_S93_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFD_S94_E1-50,Pvalb Reln Tac1,n111,n110
SM-DAIFD_S95_E1-50,L5 NP VISp Trhr Cpne7,n43,n42
SM-DAIFD_S96_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-DAIFN_S17_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S18_E1-50,L6b VISp Crh,n56,n52
SM-DAIFN_S20_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S21_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S22_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S23_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S24_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S26_E1-50,L6b VISp Crh,n56,n52
SM-DAIFN_S27_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S28_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S29_E1-50,L6b VISp Crh,n56,n52
SM-DAIFN_S30_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S32_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S33_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S34_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S36_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S37_E1-50,L6b VISp Crh,n56,n52
SM-DAIFN_S40_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S49_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S50_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S51_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S52_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S53_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S55_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S56_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S25_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S27_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S28_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S29_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S30_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFO_S31_E1-50,L6b VISp Crh,n56,n52
SM-DAIFO_S34_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S35_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S36_E1-50,L6b VISp Crh,n56,n52
SM-DAIFO_S37_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S38_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFO_S39_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFO_S40_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S41_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S44_E1-50,L6b VISp Crh,n56,n52
SM-DAIFO_S45_E1-50,L6b P2ry12,n56,n52
SM-DAIFO_S46_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S47_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S48_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFO_S57_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFO_S59_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S61_E1-50,L6b VISp Crh,n56,n52
SM-DAIFO_S62_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S63_E1-50,L6b VISp Crh,n56,n52
SM-DAIFO_S64_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S65_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S66_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S68_E1-50,L6b P2ry12,n56,n52
SM-DAIFO_S69_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S70_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S57_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S58_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S59_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S60_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S61_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S62_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S63_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S64_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S66_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S67_E1-50,L6b P2ry12,n56,n52
SM-DAIFN_S68_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S69_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S70_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S71_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S72_E1-50,L6b P2ry12,n56,n52
SM-DAIFN_S74_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S75_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S76_E1-50,L6b VISp Crh,n56,n52
SM-DAIFN_S77_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S78_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFO_S75_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S76_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S77_E1-50,L6b VISp Crh,n56,n52
SM-DAIFO_S78_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S79_E1-50,L6b P2ry12,n56,n52
SM-DAIFO_S81_E1-50,L6b VISp Crh,n56,n52
SM-DAIFO_S82_E1-50,L6b P2ry12,n56,n52
SM-DAIFO_S84_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S86_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S87_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S88_E1-50,L6b VISp Crh,n56,n52
SM-DAIFO_S89_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFO_S90_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S92_E1-50,L6 CT VISp Krt80 Sla,n47,n46
SM-DAIFO_S93_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S95_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFO_S96_E1-50,L6b VISp Crh,n56,n52
SM-DAIFN_S82_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S84_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S86_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S87_E1-50,L6b VISp Crh,n56,n52
SM-DAIFN_S88_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S90_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S91_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S92_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFN_S93_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S94_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S95_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFN_S96_E1-50,L6b P2ry12,n56,n52
SM-DAIGJ_S91_E1-50,L6b VISp Crh,n56,n52
SM-DAIGJ_S92_E1-50,L6b VISp Crh,n56,n52
SM-DAIGJ_S93_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIGJ_S94_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIGJ_S96_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFU_S65_E1-50,L5 PT VISp Krt80,n9,n8
SM-DAIFU_S67_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
SM-DAIFU_S68_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
SM-DAIFU_S69_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
SM-DAIFU_S70_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
SM-DAIFU_S72_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFU_S73_E1-50,L6b P2ry12,n56,n52
SM-DAIFU_S74_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFU_S75_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFU_S76_E1-50,L6b P2ry12,n56,n52
SM-DAIFU_S77_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFU_S78_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFU_S80_E1-50,L6b Hsd17b2,L6b Hsd17b2,n52
SM-DAIFV_S75_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFV_S76_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFV_S78_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFV_S80_E1-50,L6b VISp Mup5,n54,n52
SM-DAIFV_S81_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-DAIFV_S82_E1-50,L5 IT VISp Batf3,n30,n28
SM-DAIFV_S83_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DAIFV_S84_E1-50,L2/3 IT VISp Adamts2,n39,n36
SM-DAIFV_S85_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFV_S86_E1-50,L2/3 IT VISp Rrad,n39,n36
SM-DAIFV_S87_E1-50,L2/3 IT VISp Adamts2,n39,n36
SM-DAIFV_S88_E1-50,L2/3 IT VISp Adamts2,n39,n36
SM-DAIFU_S81_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-DAIFU_S82_E1-50,L2/3 IT VISp Rrad,n39,n36
SM-DAIFU_S83_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFU_S84_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFU_S85_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-DAIFU_S86_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DAIFU_S87_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFU_S88_E1-50,L2/3 IT VISp Rrad,n39,n36
SM-DAIFU_S89_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFU_S90_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-DAIFU_S91_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-DAIFU_S92_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFU_S93_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-DAIFU_S94_E1-50,L2/3 IT VISp Adamts2,n39,n36
SM-DAIFU_S95_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DAIFU_S96_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-DAIFV_S89_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFV_S90_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFV_S91_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DAIFV_S92_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-DAIFV_S93_E1-50,L2/3 IT VISp Adamts2,n39,n36
SM-DAIFV_S94_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-DAIFV_S95_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-DAIFV_S96_E1-50,L2/3 IT VISp Adamts2,n39,n36
SM-DAIFW_S89_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DAIFW_S90_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DAIFW_S91_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DAIFW_S93_E1-50,L5 PT VISp Chrna6,L5 PT VISp Chrna6,L5 PT VISp Chrna6
SM-DAIFW_S94_E1-50,L5 PT VISp Krt80,n9,n8
SM-DAIFW_S95_E1-50,L5 PT VISp C1ql2 Ptgfr,n9,n8
SM-DAIFW_S96_E1-50,L5 PT VISp Chrna6,L5 PT VISp Chrna6,L5 PT VISp Chrna6
SM-DAIGJ_S89_E1-50,L2/3 IT VISp Rrad,n39,n36
SM-DD43V_S89_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-DD43V_S17_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD43V_S18_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD43V_S19_E1-50,Vip Igfbp6 Car10,n62,n62
SM-DD43V_S21_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD43V_S22_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD43V_S24_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD43V_S25_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD43V_S27_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-DD43V_S28_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD43V_S29_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-DD43V_S31_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD43V_S32_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD43V_S33_E1-50,Vip Crispld2 Kcne4,n65,n64
SM-DD43V_S34_E1-50,Vip Lect1 Oxtr,n73,n66
SM-DD43V_S35_E1-50,Vip Crispld2 Kcne4,n65,n64
SM-DD43V_S36_E1-50,Vip Crispld2 Kcne4,n65,n64
SM-DD43V_S37_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-DD43V_S38_E1-50,Vip Chat Htr1f,n72,n66
SM-DD43V_S39_E1-50,Sncg Vip Itih5,Sncg Vip Itih5,n86
SM-DD43V_S40_E1-50,Vip Crispld2 Htr2c,n65,n64
SM-DD43V_S41_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD43V_S42_E1-50,Sncg Vip Nptx2,n87,n86
SM-DD43V_S43_E1-50,Vip Crispld2 Kcne4,n65,n64
SM-DD43V_S44_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD43V_S45_E1-50,Vip Rspo4 Rxfp1 Chat,n73,n66
SM-DD43V_S46_E1-50,Sncg Gpr50,n87,n86
SM-DD43V_S47_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-DD43V_S48_E1-50,Vip Crispld2 Htr2c,n65,n64
SM-DD43W_S25_E1-50,Vip Lmo1 Fam159b,n67,n66
SM-DD43W_S26_E1-50,Vip Lect1 Oxtr,n73,n66
SM-DD43W_S27_E1-50,Vip Arhgap36 Hmcn1,n70,n66
SM-DD43W_S28_E1-50,L6b VISp Mup5,n54,n52
SM-DD43W_S30_E1-50,Vip Igfbp6 Pltp,n62,n62
SM-DD43W_S31_E1-50,Vip Gpc3 Slc18a3,n70,n66
SM-DD43W_S33_E1-50,Sst Rxfp1 Eya1,n100,n91
SM-DD43W_S34_E1-50,Vip Arhgap36 Hmcn1,n70,n66
SM-DD43W_S35_E1-50,Serpinf1 Aqp5 Vip,Serpinf1 Aqp5 Vip,n84
SM-DD43W_S36_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD43W_S37_E1-50,L6 CT VISp Krt80 Sla,n47,n46
SM-DD43W_S38_E1-50,L6b VISp Col8a1 Rxfp1,n54,n52
SM-DD43W_S39_E1-50,Serpinf1 Clrn1,Serpinf1 Clrn1,n84
SM-DD43W_S40_E1-50,Vip Gpc3 Slc18a3,n70,n66
SM-DD43W_S41_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD43W_S42_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD43W_S43_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD43W_S44_E1-50,Vip Chat Htr1f,n72,n66
SM-DD43W_S45_E1-50,Vip Lmo1 Myl1,n67,n66
SM-DD43W_S46_E1-50,Vip Chat Htr1f,n72,n66
SM-DD43W_S47_E1-50,Vip Chat Htr1f,n72,n66
SM-DD43W_S48_E1-50,Vip Lmo1 Myl1,n67,n66
SM-DD43W_S49_E1-50,Vip Igfbp6 Pltp,n62,n62
SM-DD43W_S50_E1-50,Vip Chat Htr1f,n72,n66
SM-DD43W_S51_E1-50,Vip Pygm C1ql1,n72,n66
SM-DD43W_S52_E1-50,Vip Lmo1 Myl1,n67,n66
SM-DD43W_S53_E1-50,Vip Pygm C1ql1,n72,n66
SM-DD43W_S54_E1-50,Vip Pygm C1ql1,n72,n66
SM-DD43W_S56_E1-50,Vip Pygm C1ql1,n72,n66
SM-DD43W_S65_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-DD43W_S66_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD43W_S67_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DD43W_S68_E1-50,Vip Igfbp6 Pltp,n62,n62
SM-DD43W_S69_E1-50,Sst Myh8 Fibin,n95,n91
